Date,Véhicule,Immatriculation,Type,Modèle,Conducteur,Départ,Arrivée,Zone Départ,Zone Arrivée,Distance (km),Durée Trajet,Durée Arrêts,Nombre Arrêts,Vitesse Moy (km/h),Vitesse Max (km/h),Carburant (L),Conso Moy (L/100km),Temps Ralenti (min),Excès Vitesse (nb),Freinages Brusques,Accélérations Brusques,Score Conduite
2025-12-16,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Ndèye Mbaye,18:50,19:28,Keur Massar,Almadies,66.89,0:38:00,0:36:00,4,105.62,135.51,19.19,28.68361883314912,25,0,0,0,96
2025-12-16,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Alioune Seck,17:48,19:33,Diamniadio,SOCOCIM Rufisque,93.74,1:45:00,2:10:00,5,53.57,72.62,30.38,32.404870410811924,24,0,2,0,75
2025-12-17,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Ibrahima Sarr,16:53,19:25,Yeumbeul,Port de Dakar,34.47,2:32:00,0:50:00,5,13.61,17.96,10.46,30.351204438357914,30,0,0,0,66
2025-12-17,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Ousmane Fall,14:46,17:00,Pikine,Bargny,54.6,2:14:00,1:40:00,4,24.45,27.85,14.65,26.82690208188731,7,2,0,0,91
2025-12-17,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Mariama Wade,13:35,14:24,Guédiawaye,Almadies,123.26,0:49:00,0:00:00,0,150.93,195.76,14.56,11.812822051118728,27,0,0,0,77
2025-12-17,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Abdou Gueye,07:55,09:54,Mbao,SOCOCIM Rufisque,76.09,1:59:00,0:21:00,1,38.36,53.07,7.99,10.501344998553266,29,0,0,2,94
2025-12-17,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Ndèye Mbaye,15:21,17:39,Bargny,Plateau (Dakar),130.54,2:18:00,0:25:00,5,56.76,69.67,10.79,8.268252000514574,27,0,0,0,72
2025-12-17,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Khadija Kane,10:30,11:17,Yeumbeul,Almadies,119.78,0:47:00,0:56:00,2,152.91,204.55,13.45,11.228838119682093,16,0,2,0,89
2025-12-17,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Fatou Sall,09:09,10:24,Almadies,Bargny,34.16,1:15:00,0:20:00,1,27.33,37.8,9.62,28.164073583556288,24,0,0,5,78
2025-12-17,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Babacar Sow,13:43,14:17,SOCOCIM Rufisque,Parcelles Assainies,14.38,0:34:00,0:00:00,0,25.38,28.16,4.38,30.448078230516646,30,4,0,5,92
2025-12-17,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Ousmane Fall,14:56,16:50,Grand Yoff,Bargny,89.84,1:54:00,0:00:00,0,47.28,64.94,28.87,32.13201021947992,18,0,0,0,87
2025-12-17,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Cheikh Ndiaye,17:59,20:22,Almadies,Plateau (Dakar),139.36,2:23:00,0:15:00,3,58.47,67.35,37.9,27.197749526585277,9,0,0,0,81
2025-12-17,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Alioune Seck,16:35,18:52,SOCOCIM Rufisque,Port de Dakar,91.24,2:17:00,0:00:00,0,39.96,50.87,9.53,10.44514017696918,5,0,0,0,92
2025-12-17,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Ousmane Fall,08:42,09:28,Pikine,Parcelles Assainies,124.84,0:46:00,1:15:00,3,162.83,201.67,13.69,10.968587731656596,18,0,0,0,98
2025-12-17,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Alioune Seck,09:45,10:27,Pikine,Mbao,111.66,0:42:00,0:26:00,1,159.51,188.43,9.46,8.470083245854866,28,3,4,0,86
2025-12-17,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Ibrahima Sarr,07:58,09:48,Keur Massar,Bargny,54.36,1:50:00,1:16:00,4,29.65,36.69,5.52,10.15197540124441,19,0,0,1,69
2025-12-17,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Mamadou Diop,10:39,11:24,Pikine,Thiaroye,44.31,0:45:00,0:00:00,0,59.08,74.23,4.15,9.367706798001382,8,0,0,3,94
2025-12-17,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Mariama Wade,13:36,16:14,Grand Yoff,Parcelles Assainies,52.08,2:38:00,0:30:00,5,19.78,25.9,13.16,25.2670079007135,29,0,8,0,77
2025-12-17,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Fatou Sall,07:22,09:22,Keur Massar,SOCOCIM Rufisque,143.86,2:00:00,0:12:00,1,71.93,100.67,25.94,18.031432249400662,18,0,0,0,87
2025-12-17,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Moussa Diouf,10:13,12:00,Almadies,Diamniadio,92.53,1:47:00,1:55:00,5,51.89,70.97,15.79,17.05997550268702,8,3,8,0,82
2025-12-17,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Astou Diallo,09:48,11:50,Parcelles Assainies,Thiaroye,102.89,2:02:00,0:42:00,2,50.6,57.18,15.44,15.00707069852209,15,1,0,0,98
2025-12-17,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Aïssatou Ba,14:19,15:50,Diamniadio,Port de Dakar,39.21,1:31:00,0:00:00,0,25.85,31.65,7.11,18.140265494125096,11,0,0,0,92
2025-12-17,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Aïssatou Ba,17:51,20:33,Thiaroye,Grand Yoff,8.6,2:42:00,0:00:00,0,3.19,4.05,1.62,18.861449774796874,29,2,1,4,60
2025-12-17,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Mariama Wade,13:00,13:23,Sébikotane,Port de Dakar,65.4,0:23:00,0:24:00,4,170.61,207.92,20.49,31.331872447701826,6,0,0,0,74
2025-12-17,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Ibrahima Sarr,07:54,09:24,Port de Dakar,Parcelles Assainies,85.87,1:30:00,0:48:00,2,57.25,77.05,25.18,29.32275737456358,12,0,0,0,91
2025-12-17,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Mamadou Diop,12:01,13:58,Diamniadio,Mbao,77.92,1:57:00,0:44:00,4,39.96,55.11,12.05,15.464954880372495,14,0,0,0,79
2025-12-17,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Aïssatou Ba,11:23,11:45,Almadies,Diamniadio,55.69,0:22:00,0:16:00,1,151.88,207.02,8.46,15.188699891107236,26,0,1,0,98
2025-12-17,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Alioune Seck,06:11,08:29,Diamniadio,Pikine,66.43,2:18:00,1:28:00,4,28.88,35.47,20.89,31.449222799892578,28,0,0,0,64
2025-12-17,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Alioune Seck,08:21,10:54,Sébikotane,Pikine,122.46,2:33:00,0:48:00,3,48.02,61.77,37.22,30.392568031743853,13,0,0,6,99
2025-12-17,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Aïssatou Ba,08:21,09:21,Bargny,Plateau (Dakar),64.52,1:00:00,0:50:00,5,64.52,78.64,21.46,33.26186692930281,9,0,0,0,68
2025-12-17,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Mamadou Diop,14:33,16:58,SOCOCIM Rufisque,Pikine,71.4,2:25:00,0:00:00,0,29.54,34.55,22.67,31.748624625329676,11,0,0,0,71
2025-12-17,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Ousmane Fall,17:00,18:37,Plateau (Dakar),Sébikotane,65.59,1:37:00,0:24:00,4,40.57,51.05,19.43,29.621771091790393,8,0,6,0,61
2025-12-18,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Aminata Sy,18:58,20:03,Keur Massar,Plateau (Dakar),60.14,1:05:00,0:07:00,1,55.51,65.42,5.78,9.603761677849358,29,3,4,2,68
2025-12-18,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Alioune Seck,09:59,10:36,Pikine,Grand Yoff,125.73,0:37:00,0:08:00,1,203.89,280.46,11.86,9.429599520894593,7,0,0,0,93
2025-12-18,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Moussa Diouf,18:20,20:08,Guédiawaye,Parcelles Assainies,114.82,1:48:00,1:35:00,5,63.79,86.83,13.17,11.472681208452375,29,0,0,3,76
2025-12-18,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Astou Diallo,15:06,17:07,Sébikotane,Diamniadio,85.03,2:01:00,0:44:00,4,42.16,54.64,9.72,11.425851302611028,30,1,0,0,72
2025-12-18,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Moussa Diouf,06:13,07:13,Mbao,Keur Massar,42.04,1:00:00,0:55:00,5,42.04,48.41,3.56,8.476850636641796,16,0,0,0,97
2025-12-18,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Ndèye Mbaye,12:00,13:18,Diamniadio,Almadies,17.27,1:18:00,2:20:00,5,13.28,14.99,5.95,34.46626145237623,29,0,0,0,79
2025-12-18,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Mariama Wade,10:21,11:30,Pikine,Plateau (Dakar),48.79,1:09:00,0:17:00,1,42.43,56.07,14.54,29.805580095124906,19,3,1,0,67
2025-12-18,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Khadija Kane,06:59,08:42,SOCOCIM Rufisque,Almadies,69.69,1:43:00,2:30:00,5,40.6,48.45,18.09,25.95373711770213,13,0,0,3,95
2025-12-18,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Moussa Diouf,14:22,16:30,Parcelles Assainies,Yeumbeul,133.06,2:08:00,0:44:00,2,62.37,83.56,34.01,25.560619378822643,5,1,6,0,82
2025-12-18,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Aïssatou Ba,06:16,08:58,Plateau (Dakar),Bargny,131.16,2:42:00,1:21:00,3,48.58,61.22,41.79,31.859923585411277,7,0,7,0,84
2025-12-18,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Mamadou Diop,07:26,10:13,Bargny,SOCOCIM Rufisque,15.87,2:47:00,0:28:00,4,5.7,7.7,4.75,29.937698472347385,29,0,0,5,70
2025-12-18,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Fatou Sall,15:34,17:34,Diamniadio,Guédiawaye,15.99,2:00:00,0:42:00,3,8.0,9.02,4.93,30.803114863590103,16,3,0,1,83
2025-12-18,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Ousmane Fall,07:28,09:35,Port de Dakar,Mbao,143.43,2:07:00,1:00:00,4,67.76,82.93,13.95,9.72899625048628,10,0,0,0,71
2025-12-18,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Ibrahima Sarr,16:26,17:53,Port de Dakar,Thiaroye,47.86,1:27:00,0:56:00,2,33.01,41.01,4.46,9.312108767935502,6,0,6,0,81
2025-12-18,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Fatou Sall,15:24,18:16,SOCOCIM Rufisque,Parcelles Assainies,29.63,2:52:00,0:25:00,5,10.34,11.78,2.78,9.395259889037192,23,0,0,0,72
2025-12-18,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Astou Diallo,08:20,10:54,SOCOCIM Rufisque,Sébikotane,149.08,2:34:00,0:26:00,2,58.08,67.43,17.65,11.84082236142212,19,0,0,4,66
2025-12-18,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Abdou Gueye,15:38,16:34,Grand Yoff,Bargny,126.65,0:56:00,1:03:00,3,135.7,166.61,12.09,9.548535924252413,28,0,2,0,70
2025-12-18,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Aminata Sy,16:09,17:20,Port de Dakar,Almadies,145.42,1:11:00,0:28:00,1,122.89,150.22,16.35,11.244518309312813,10,3,0,0,71
2025-12-18,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Abdou Gueye,17:22,17:53,Sébikotane,Grand Yoff,15.93,0:31:00,0:26:00,1,30.83,39.8,4.45,27.9124688459485,22,0,0,4,96
2025-12-18,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Astou Diallo,13:58,15:30,Plateau (Dakar),Port de Dakar,62.35,1:32:00,0:46:00,2,40.66,52.99,17.4,27.90568134981192,14,0,3,5,80
2025-12-18,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Moussa Diouf,09:34,10:38,Parcelles Assainies,Port de Dakar,34.48,1:04:00,1:36:00,4,32.32,45.2,9.91,28.72773331984542,17,0,0,2,77
2025-12-18,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Ndèye Mbaye,08:44,09:06,Diamniadio,Pikine,120.5,0:22:00,0:36:00,4,328.64,367.84,40.17,33.33864470003993,7,0,0,4,62
2025-12-18,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Mamadou Diop,17:08,18:33,Grand Yoff,Diamniadio,87.27,1:25:00,1:50:00,5,61.6,75.3,23.61,27.05656310110068,19,0,0,0,85
2025-12-18,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Aminata Sy,09:56,10:37,Pikine,Parcelles Assainies,123.72,0:41:00,0:46:00,2,181.05,249.07,19.45,15.71726797096578,28,0,0,0,74
2025-12-18,SOC-013,DK-8777-SQ,Chariot Élévateur,Volvo FH16,Ndèye Mbaye,14:57,16:21,Mbao,SOCOCIM Rufisque,87.11,1:24:00,2:05:00,5,62.22,68.94,13.51,15.510540048444968,27,5,0,0,86
2025-12-18,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Khadija Kane,08:52,09:47,Yeumbeul,Almadies,12.89,0:55:00,0:00:00,0,14.06,15.94,4.26,33.06527000438306,9,0,2,1,76
2025-12-18,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Ibrahima Sarr,09:29,11:21,Grand Yoff,Pikine,132.3,1:52:00,0:15:00,3,70.88,80.83,39.91,30.167961969217547,17,4,5,0,99
2025-12-18,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Mariama Wade,06:28,09:19,Parcelles Assainies,Pikine,54.13,2:51:00,0:00:00,0,18.99,24.81,16.18,29.88381939781651,21,4,0,0,71
2025-12-18,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Babacar Sow,16:40,18:33,Yeumbeul,Port de Dakar,125.04,1:53:00,0:18:00,1,66.39,89.44,34.43,27.531909654573397,8,0,0,4,62
2025-12-18,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Ousmane Fall,11:50,14:22,Port de Dakar,Bargny,118.99,2:32:00,0:12:00,1,46.97,57.23,39.59,33.27371393279712,25,0,0,0,80
2025-12-18,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Khadija Kane,09:49,12:23,Parcelles Assainies,Port de Dakar,107.67,2:34:00,1:08:00,4,41.95,46.45,32.89,30.551111784354894,9,0,5,0,80
2025-12-19,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Aminata Sy,12:38,15:06,Parcelles Assainies,SOCOCIM Rufisque,7.89,2:28:00,0:25:00,1,3.2,4.01,1.56,19.739288194995257,30,0,0,0,63
2025-12-19,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Aïssatou Ba,15:20,17:24,Keur Massar,Pikine,39.23,2:04:00,0:40:00,2,18.98,24.83,7.2,18.350337409626768,22,2,0,0,92
2025-12-19,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Mamadou Diop,10:48,11:07,Plateau (Dakar),Mbao,104.46,0:19:00,0:00:00,0,329.87,377.44,20.6,19.724303507186825,12,0,0,0,91
2025-12-19,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Aminata Sy,09:23,11:43,Sébikotane,SOCOCIM Rufisque,76.32,2:20:00,2:20:00,5,32.71,41.94,7.44,9.743346640001235,28,0,0,0,76
2025-12-19,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Abdou Gueye,17:00,18:30,Plateau (Dakar),Bargny,123.23,1:30:00,0:54:00,3,82.15,112.43,32.69,26.531533422819336,26,4,0,5,63
2025-12-19,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Alioune Seck,12:37,13:26,Pikine,Grand Yoff,56.98,0:49:00,0:07:00,1,69.77,80.37,17.29,30.348451272368628,11,0,0,4,90
2025-12-19,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Aminata Sy,10:49,12:28,Diamniadio,Keur Massar,24.85,1:39:00,1:55:00,5,15.06,19.17,8.2,33.01742617228769,15,0,7,0,60
2025-12-19,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Cheikh Ndiaye,07:30,10:28,Pikine,Parcelles Assainies,30.37,2:58:00,0:00:00,0,10.24,12.63,8.01,26.390032152839524,16,0,5,5,96
2025-12-19,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Alioune Seck,16:18,16:43,Parcelles Assainies,Diamniadio,102.82,0:25:00,0:00:00,0,246.77,300.67,28.18,27.409740045090647,11,0,0,0,91
2025-12-19,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Mariama Wade,14:30,16:10,Guédiawaye,Port de Dakar,110.21,1:40:00,0:00:00,0,66.13,75.2,38.03,34.508726449463495,13,5,0,0,80
2025-12-19,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Babacar Sow,06:14,09:07,Diamniadio,Grand Yoff,88.16,2:53:00,1:16:00,4,30.58,39.23,29.16,33.071662934856604,11,0,2,2,90
2025-12-19,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Alioune Seck,16:55,18:00,Pikine,Parcelles Assainies,61.91,1:05:00,0:32:00,4,57.15,73.63,21.04,33.990270576440764,14,4,0,4,61
2025-12-19,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Aïssatou Ba,08:13,10:58,Plateau (Dakar),Grand Yoff,13.51,2:45:00,2:10:00,5,4.91,6.47,4.68,34.655962182136655,20,0,7,0,88
2025-12-19,SOC-005,DK-6497-PB,Véhicule Léger,Hyster H50,Ibrahima Sarr,07:33,08:04,Sébikotane,Plateau (Dakar),136.62,0:31:00,0:11:00,1,264.43,369.57,13.23,9.68146860742141,21,0,0,0,62
2025-12-19,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Ibrahima Sarr,15:25,16:39,Mbao,Sébikotane,63.7,1:14:00,0:29:00,1,51.65,59.29,21.65,33.986337935457684,6,1,6,1,67
2025-12-19,SOC-007,DK-8504-WU,Camion Ciment,Mercedes Actros,Babacar Sow,16:03,18:55,Guédiawaye,Keur Massar,58.39,2:52:00,0:05:00,1,20.37,23.13,19.9,34.08220996183762,7,0,8,0,69
2025-12-19,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Ibrahima Sarr,08:18,10:22,Almadies,Pikine,5.37,2:04:00,1:15:00,3,2.6,3.07,1.47,27.408334193290365,9,0,0,5,96
2025-12-19,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Ibrahima Sarr,16:23,18:24,Mbao,Plateau (Dakar),81.04,2:01:00,1:20:00,5,40.19,55.73,24.01,29.631220148963337,8,1,0,0,70
2025-12-19,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Moussa Diouf,06:23,08:37,Mbao,Thiaroye,23.84,2:14:00,0:28:00,2,10.67,14.11,7.16,30.04699657391045,28,4,8,2,63
2025-12-19,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Fatou Sall,12:03,13:11,Plateau (Dakar),Yeumbeul,72.69,1:08:00,2:10:00,5,64.14,83.42,21.14,29.088955801840385,15,0,7,0,94
2025-12-19,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Mariama Wade,14:41,16:52,Pikine,Yeumbeul,52.8,2:11:00,0:40:00,4,24.18,32.73,14.99,28.389128149833553,6,0,0,5,97
2025-12-19,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Ibrahima Sarr,08:57,09:23,Sébikotane,Diamniadio,41.56,0:26:00,1:00:00,4,95.91,124.14,8.23,19.791982408167982,9,0,0,1,72
2025-12-19,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Abdou Gueye,09:54,10:16,Mbao,Diamniadio,25.36,0:22:00,0:50:00,5,69.16,81.75,4.15,16.36051834265806,22,0,0,0,82
2025-12-19,SOC-010,DK-3338-CE,Chariot Élévateur,Mercedes Actros,Babacar Sow,16:00,17:08,Thiaroye,Mbao,40.35,1:08:00,0:00:00,0,35.6,42.72,7.99,19.80936575691383,29,0,0,0,79
2025-12-19,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Mariama Wade,13:20,13:48,Pikine,Guédiawaye,101.46,0:28:00,0:00:00,0,217.41,267.59,10.66,10.507888134737456,14,0,5,0,79
2025-12-19,SOC-011,DK-7433-NO,Véhicule Léger,Volvo FH16,Moussa Diouf,12:29,13:44,Mbao,Pikine,119.58,1:15:00,0:57:00,3,95.66,107.48,10.81,9.0409286527322,15,5,0,3,100
2025-12-19,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Astou Diallo,16:19,17:36,Keur Massar,Almadies,97.97,1:17:00,0:08:00,1,76.34,91.31,32.35,33.0243189226081,15,0,5,4,93
2025-12-19,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Astou Diallo,09:20,10:32,Mbao,Thiaroye,93.81,1:12:00,0:00:00,0,78.18,90.25,25.7,27.400752579715565,23,0,0,0,85
2025-12-19,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Cheikh Ndiaye,07:06,07:27,Parcelles Assainies,Thiaroye,84.4,0:21:00,0:14:00,1,241.14,328.02,21.4,25.357961279549023,12,5,0,0,73
2025-12-19,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Aminata Sy,08:44,09:17,Parcelles Assainies,Pikine,119.75,0:33:00,0:00:00,0,217.73,240.96,38.51,32.15477640424146,20,0,0,5,74
2025-12-19,SOC-012,DK-3068-NW,Camion Benne,Renault Master,Alioune Seck,16:36,17:30,Port de Dakar,Bargny,20.25,0:54:00,0:00:00,0,22.5,28.43,6.86,33.86437578677693,12,2,0,2,61
2025-12-19,SOC-014,DK-6710-OT,Camion Benne,Renault Master,Mariama Wade,16:58,17:38,Yeumbeul,Almadies,78.21,0:40:00,0:09:00,1,117.31,162.98,21.56,27.56470136562119,29,0,0,0,73
2025-12-19,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Mamadou Diop,09:13,10:03,Bargny,Thiaroye,7.03,0:50:00,0:42:00,2,8.44,11.51,1.85,26.287314018414115,8,5,0,0,81
2025-12-19,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Mamadou Diop,13:55,15:02,Almadies,Bargny,78.66,1:07:00,0:54:00,3,70.44,84.22,21.03,26.73613403755182,11,0,0,0,83
2025-12-19,SOC-015,DK-3180-MJ,Camion Benne,Hyster H50,Aïssatou Ba,15:21,16:27,SOCOCIM Rufisque,Keur Massar,50.14,1:06:00,1:56:00,4,45.58,61.98,17.49,34.88268896295132,16,2,0,0,69
2025-12-20,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Astou Diallo,07:37,08:16,Grand Yoff,Mbao,106.87,0:39:00,0:56:00,4,164.42,203.74,19.74,18.46741927993838,15,0,0,0,73
2025-12-20,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Babacar Sow,12:52,15:52,SOCOCIM Rufisque,Bargny,52.45,3:00:00,0:00:00,0,17.48,20.55,8.67,16.524233164192086,18,0,6,0,62
2025-12-20,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Ndèye Mbaye,09:51,12:04,Bargny,Yeumbeul,15.58,2:13:00,1:28:00,4,7.03,7.97,2.6,16.694179968170513,5,0,0,0,65
2025-12-20,SOC-001,DK-2701-OW,Chariot Élévateur,Renault Master,Moussa Diouf,13:16,15:50,Parcelles Assainies,Keur Massar,149.25,2:34:00,0:42:00,2,58.15,68.83,24.37,16.32525824220169,25,0,0,0,80
2025-12-20,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Aminata Sy,16:41,18:04,Sébikotane,Diamniadio,129.32,1:23:00,0:00:00,0,93.48,115.39,12.08,9.339197964989353,6,0,0,6,93
2025-12-20,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Ibrahima Sarr,12:45,14:04,Port de Dakar,Yeumbeul,100.39,1:19:00,1:00:00,2,76.25,99.36,9.05,9.01915138912086,7,0,0,4,67
2025-12-20,SOC-002,DK-4406-ZL,Véhicule Léger,Hyster H50,Alioune Seck,16:49,17:52,Grand Yoff,Mbao,34.21,1:03:00,0:00:00,0,32.58,44.58,3.69,10.776773827409889,14,0,8,0,72
2025-12-20,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Fatou Sall,07:28,09:37,Almadies,Thiaroye,125.48,2:09:00,0:28:00,4,58.36,74.83,43.23,34.449415190102116,14,0,8,0,64
2025-12-20,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Mariama Wade,11:54,14:41,Bargny,Port de Dakar,128.06,2:47:00,1:36:00,4,46.01,54.23,36.8,28.73286521567262,7,2,1,0,96
2025-12-20,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Aïssatou Ba,16:02,18:27,Plateau (Dakar),Pikine,63.47,2:25:00,0:16:00,1,26.26,33.71,16.71,26.322928510578958,23,2,5,1,82
2025-12-20,SOC-003,DK-5264-JU,Camion Ciment,Mercedes Actros,Moussa Diouf,13:05,14:31,SOCOCIM Rufisque,Plateau (Dakar),7.05,1:26:00,0:00:00,0,4.92,6.88,1.8,25.483324067105887,9,5,0,0,81
2025-12-20,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Alioune Seck,12:24,14:41,Grand Yoff,Mbao,99.54,2:17:00,0:33:00,3,43.59,56.76,33.83,33.99022481762154,7,0,0,5,70
2025-12-20,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Cheikh Ndiaye,18:03,20:24,Bargny,Pikine,139.53,2:21:00,0:22:00,1,59.37,81.45,44.38,31.809108203891867,20,4,0,0,64
2025-12-20,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Ousmane Fall,18:57,19:17,Mbao,Guédiawaye,116.12,0:20:00,0:57:00,3,348.36,441.72,38.38,33.04884631413622,24,0,0,0,89
2025-12-20,SOC-004,DK-7162-IQ,Camion Ciment,Renault Master,Astou Diallo,17:33,19:12,Yeumbeul,Keur Massar,63.12,1:39:00,0:50:00,2,38.25,44.69,15.93,25.24073185665827,6,2,0,0,90
2025-12-20,SOC-008,DK-8462-JA,Véhicule Léger,Renault Master,Khadija Kane,17:13,17:36,Grand Yoff,Sébikotane,144.75,0:23:00,0:48:00,3,377.61,426.55,15.49,10.69778193041954,7,0,5,0,95
2025-12-20,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Mamadou Diop,06:42,07:50,SOCOCIM Rufisque,Sébikotane,9.45,1:08:00,0:00:00,0,8.34,10.92,2.58,27.332760640065136,16,2,0,0,80
2025-12-20,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Aïssatou Ba,14:26,17:13,Yeumbeul,Pikine,92.79,2:47:00,0:28:00,4,33.34,43.31,24.83,26.757105282391766,24,0,0,0,93
2025-12-20,SOC-009,DK-9129-DE,Camion Benne,Mercedes Actros,Aïssatou Ba,16:25,19:06,Port de Dakar,Sébikotane,9.97,2:41:00,2:00:00,4,3.72,4.29,3.36,33.74723821062189,23,5,0,0,89
